1	1.000000e+00
2	5.000000e-01
3	3.535534e-01
4	2.795085e-01
5	2.338536e-01
6	2.025231e-01
7	1.795176e-01
8	1.618150e-01
9	1.477162e-01
10	1.361876e-01
11	1.265581e-01
12	1.183677e-01
13	1.112872e-01
14	1.050744e-01
15	9.954793e-02
16	9.457047e-02
17	9.003755e-02
18	8.586941e-02
19	8.200498e-02
20	7.839733e-02
21	7.501019e-02
22	7.181538e-02
23	6.879081e-02
24	6.591895e-02
25	6.318574e-02
26	6.057975e-02
27	5.809151e-02
28	5.571305e-02
29	5.343759e-02
30	5.125919e-02
31	4.917266e-02
32	4.717331e-02
33	4.525692e-02
34	4.341961e-02
35	4.165780e-02
36	3.996814e-02
37	3.834751e-02
38	3.679296e-02
39	3.530169e-02
40	3.387107e-02
41	3.249857e-02
42	3.118179e-02
43	2.991844e-02
44	2.870634e-02
45	2.754339e-02
46	2.642758e-02
47	2.535700e-02
48	2.432981e-02
49	2.334424e-02
50	2.239860e-02
51	2.149127e-02
52	2.062071e-02
53	1.978541e-02
54	1.898396e-02
55	1.821497e-02
56	1.747713e-02
57	1.676918e-02
58	1.608990e-02
59	1.543815e-02
60	1.481279e-02
61	1.421277e-02
62	1.363705e-02
63	1.308466e-02
64	1.255463e-02
65	1.204608e-02
66	1.155813e-02
67	1.108995e-02
68	1.064073e-02
69	1.020970e-02
70	9.796136e-03
71	9.399324e-03
72	9.018585e-03
73	8.653269e-03
74	8.302751e-03
75	7.966431e-03
76	7.643735e-03
77	7.334110e-03
78	7.037027e-03
79	6.751978e-03
80	6.478475e-03
81	6.216051e-03
82	5.964258e-03
83	5.722663e-03
84	5.490855e-03
85	5.268437e-03
86	5.055028e-03
87	4.850264e-03
88	4.653794e-03
89	4.465283e-03
90	4.284408e-03
91	4.110859e-03
92	3.944340e-03
93	3.784567e-03
94	3.631265e-03
95	3.484173e-03
96	3.343040e-03
97	3.207623e-03
98	3.077692e-03
99	2.953024e-03
100	2.833406e-03
101	2.718633e-03
102	2.608509e-03
103	2.502846e-03
104	2.401463e-03
105	2.304187e-03
106	2.210851e-03
107	2.121296e-03
108	2.035369e-03
109	1.952922e-03
110	1.873815e-03
111	1.797912e-03
112	1.725084e-03
113	1.655206e-03
114	1.588159e-03
115	1.523827e-03
116	1.462102e-03
117	1.402876e-03
118	1.346050e-03
119	1.291525e-03
120	1.239210e-03
121	1.189013e-03
122	1.140849e-03
123	1.094637e-03
124	1.050297e-03
125	1.007752e-03
126	9.669311e-04
127	9.277636e-04
128	8.901827e-04
129	8.541240e-04
130	8.195260e-04
131	7.863294e-04
132	7.544776e-04
133	7.239159e-04
