4	1.290000e+02	8.696063e-13
5	4.100000e+01	9.094947e-13
6	2.560000e+02	9.263936e-13
7	8.000000e+01	9.094947e-13
8	4.220000e+02	9.658373e-13
9	1.290000e+02	8.696252e-13
10	6.270000e+02	9.733060e-13
11	1.870000e+02	9.808711e-13
12	8.700000e+02	9.861084e-13
13	2.560000e+02	9.265688e-13
14	1.151000e+03	9.909652e-13
15	3.340000e+02	9.599175e-13
16	1.470000e+03	9.858157e-13
17	4.220000e+02	9.658665e-13
18	1.825000e+03	9.990252e-13
19	5.200000e+02	9.551015e-13
20	2.218000e+03	9.971101e-13
21	6.270000e+02	9.735061e-13
22	2.648000e+03	9.927897e-13
23	7.440000e+02	9.720465e-13
24	3.114000e+03	9.955872e-13
25	8.700000e+02	9.861534e-13
26	3.616000e+03	9.960924e-13
27	1.006000e+03	9.832811e-13
28	4.154000e+03	9.999152e-13
29	1.151000e+03	9.906091e-13
30	4.729000e+03	9.977262e-13
31	1.306000e+03	9.844066e-13
32	5.339000e+03	9.998687e-13
33	1.470000e+03	9.856096e-13
34	5.985000e+03	9.976352e-13
35	1.643000e+03	9.911703e-13
36	6.666000e+03	9.972049e-13
37	1.825000e+03	9.994916e-13
38	7.383000e+03	9.984970e-13
39	2.017000e+03	9.969053e-13
40	8.135000e+03	9.983214e-13
41	2.218000e+03	9.969790e-13
42	8.922000e+03	9.985236e-13
43	2.428000e+03	9.994171e-13
44	9.745000e+03	9.977662e-13
45	2.648000e+03	9.927410e-13
46	1.060200e+04	9.991299e-13
47	2.876000e+03	9.974967e-13
48	1.149500e+04	9.987332e-13
49	3.114000e+03	9.937575e-13
50	1.242100e+04	9.994945e-13
51	3.360000e+03	9.988158e-13
52	1.338200e+04	9.999438e-13
53	3.616000e+03	9.963938e-13
54	1.437900e+04	9.988749e-13
55	3.881000e+03	9.947686e-13
56	1.541000e+04	9.987422e-13
57	4.154000e+03	9.994405e-13
58	1.647300e+04	9.988473e-13
59	4.437000e+03	9.975273e-13
60	1.757400e+04	9.994979e-13
61	4.729000e+03	9.959850e-13
62	1.870800e+04	9.998281e-13
63	5.029000e+03	9.990515e-13
64	1.987900e+04	9.989595e-13
65	5.339000e+03	9.967790e-13
66	2.108500e+04	9.988274e-13
67	5.657000e+03	9.987634e-13
68	2.232900e+04	9.999720e-13
69	5.985000e+03	9.961159e-13
70	2.361200e+04	9.997396e-13
71	6.321000e+03	9.969574e-13
72	2.493100e+04	9.994631e-13
73	6.666000e+03	9.971514e-13
74	2.627900e+04	9.998376e-13
75	7.020000e+03	9.967998e-13
76	2.765600e+04	9.996815e-13
77	7.382000e+03	9.993364e-13
78	2.907500e+04	9.993910e-13
79	7.754000e+03	9.978876e-13
80	3.053400e+04	9.998827e-13
81	8.134000e+03	9.986721e-13
82	3.202800e+04	9.997697e-13
83	8.523000e+03	9.988806e-13
84	3.356500e+04	9.998030e-13
85	8.921000e+03	9.983033e-13
86	3.514700e+04	9.997123e-13
87	9.327000e+03	9.997559e-13
88	3.677000e+04	9.999365e-13
89	9.743000e+03	9.980948e-13
90	3.846600e+04	9.997648e-13
91	1.016700e+04	9.982735e-13
92	4.015800e+04	9.998642e-13
93	1.059900e+04	9.999223e-13
94	4.196100e+04	9.998337e-13
95	1.104100e+04	9.986518e-13
96	4.381000e+04	9.999627e-13
