1	1.000000e+00
3	4.082480e-01
4	2.332309e-01
5	1.610589e-01
6	1.248389e-01
7	1.031857e-01
8	8.855967e-02
9	7.784522e-02
10	6.953335e-02
11	6.280137e-02
12	5.716346e-02
13	5.231696e-02
14	4.806586e-02
15	4.427926e-02
16	4.086737e-02
17	3.776685e-02
18	3.493174e-02
19	3.232766e-02
20	2.992807e-02
21	2.771181e-02
22	2.566156e-02
23	2.376274e-02
24	2.200288e-02
25	2.037115e-02
26	1.885800e-02
27	1.745492e-02
28	1.615422e-02
29	1.494895e-02
30	1.383268e-02
31	1.279950e-02
32	1.184392e-02
33	1.096078e-02
34	1.014529e-02
35	9.392919e-03
36	8.699423e-03
37	8.060801e-03
38	7.473287e-03
39	6.933336e-03
40	6.437608e-03
41	5.982962e-03
42	5.566442e-03
43	5.185266e-03
44	4.836816e-03
45	4.518630e-03
46	4.228390e-03
47	3.963918e-03
48	3.723159e-03
49	3.504182e-03
50	3.305170e-03
51	3.124413e-03
52	2.960308e-03
53	2.811348e-03
54	2.676126e-03
55	2.553328e-03
56	2.441732e-03
57	2.340207e-03
58	2.247707e-03
59	2.163275e-03
60	2.086035e-03
61	2.015189e-03
62	1.950017e-03
63	1.889870e-03
64	1.834167e-03
65	1.782390e-03
66	1.734078e-03
67	1.688825e-03
68	1.646272e-03
69	1.606104e-03
70	1.568047e-03
71	1.531860e-03
72	1.497334e-03
73	1.464289e-03
74	1.432566e-03
75	1.402029e-03
76	1.372563e-03
77	1.344065e-03
78	1.316448e-03
79	1.289636e-03
80	1.263566e-03
81	1.238181e-03
82	1.213433e-03
83	1.189280e-03
84	1.165687e-03
85	1.142623e-03
86	1.120060e-03
87	1.097975e-03
88	1.076348e-03
89	1.055161e-03
90	1.034397e-03
91	1.014043e-03
92	9.940866e-04
93	9.745157e-04
94	9.553206e-04
95	9.364921e-04
96	9.180215e-04
97	8.999011e-04
98	8.821235e-04
99	8.646820e-04
100	8.475700e-04
101	8.307814e-04
102	8.143103e-04
103	7.981511e-04
104	7.822982e-04
105	7.667465e-04
106	7.514906e-04
107	7.365256e-04
108	7.218465e-04
109	7.074486e-04
110	6.933269e-04
111	6.794768e-04
112	6.658937e-04
113	6.525731e-04
114	6.395103e-04
115	6.267010e-04
116	6.141408e-04
117	6.018252e-04
118	5.897500e-04
119	5.779110e-04
120	5.663040e-04
121	5.549247e-04
122	5.437691e-04
123	5.328332e-04
124	5.221129e-04
125	5.116044e-04
126	5.013037e-04
127	4.912069e-04
128	4.813103e-04
129	4.716102e-04
130	4.621029e-04
131	4.527847e-04
132	4.436520e-04
133	4.347014e-04
134	4.259294e-04
135	4.173325e-04
136	4.089075e-04
137	4.006510e-04
138	3.925597e-04
139	3.846305e-04
140	3.768602e-04
141	3.692457e-04
142	3.617841e-04
143	3.544722e-04
144	3.473072e-04
145	3.402862e-04
146	3.334064e-04
147	3.266649e-04
148	3.200591e-04
149	3.135863e-04
150	3.072438e-04
151	3.010291e-04
152	2.949397e-04
153	2.889730e-04
154	2.831266e-04
155	2.773981e-04
156	2.717851e-04
157	2.662855e-04
158	2.608968e-04
159	2.556169e-04
160	2.504436e-04
161	2.453748e-04
162	2.404084e-04
163	2.355423e-04
164	2.307745e-04
165	2.261030e-04
166	2.215260e-04
167	2.170415e-04
168	2.126476e-04
169	2.083426e-04
170	2.041246e-04
171	1.999920e-04
172	1.959428e-04
173	1.919756e-04
174	1.880887e-04
175	1.842803e-04
176	1.805490e-04
177	1.768932e-04
178	1.733114e-04
179	1.698020e-04
180	1.663637e-04
181	1.629949e-04
182	1.596943e-04
183	1.564605e-04
184	1.532922e-04
185	1.501880e-04
186	1.471466e-04
187	1.441668e-04
188	1.412473e-04
189	1.383869e-04
190	1.355844e-04
191	1.328386e-04
192	1.301484e-04
193	1.275127e-04
194	1.249304e-04
195	1.224003e-04
196	1.199215e-04
197	1.174928e-04
198	1.151134e-04
199	1.127821e-04
200	1.104980e-04
201	1.082601e-04
202	1.060676e-04
203	1.039195e-04
204	1.018148e-04
205	9.975282e-05
206	9.773256e-05
207	9.575322e-05
208	9.381395e-05
209	9.191396e-05
210	9.005244e-05
211	8.822862e-05
212	8.644173e-05
213	8.469103e-05
214	8.297578e-05
215	8.129527e-05
216	7.964880e-05
217	7.803566e-05
218	7.645520e-05
219	7.490674e-05
220	7.338964e-05
221	7.190327e-05
222	7.044700e-05
223	6.902022e-05
224	6.762234e-05
225	6.625277e-05
226	6.491093e-05
227	6.359627e-05
228	6.230824e-05
229	6.104629e-05
230	5.980990e-05
231	5.859855e-05
232	5.741174e-05
233	5.624896e-05
234	5.510972e-05
235	5.399357e-05
236	5.290001e-05
237	5.182861e-05
238	5.077891e-05
239	4.975046e-05
240	4.874284e-05
241	4.775563e-05
242	4.678842e-05
243	4.584079e-05
244	4.491236e-05
245	4.400273e-05
246	4.311152e-05
247	4.223837e-05
248	4.138289e-05
249	4.054475e-05
250	3.972358e-05
251	3.891904e-05
252	3.813079e-05
253	3.735851e-05
254	3.660187e-05
255	3.586056e-05
256	3.513426e-05
257	3.442266e-05
258	3.372549e-05
259	3.304243e-05
260	3.237320e-05
261	3.171753e-05
262	3.107514e-05
263	3.044576e-05
264	2.982913e-05
265	2.922499e-05
266	2.863308e-05
267	2.805316e-05
268	2.748498e-05
269	2.692832e-05
270	2.638292e-05
271	2.584858e-05
272	2.532505e-05
273	2.481213e-05
274	2.430960e-05
275	2.381724e-05
276	2.333486e-05
277	2.286225e-05
278	2.239921e-05
279	2.194555e-05
280	2.150107e-05
281	2.106560e-05
282	2.063895e-05
283	2.022094e-05
284	1.981139e-05
285	1.941014e-05
286	1.901702e-05
287	1.863186e-05
288	1.825450e-05
289	1.788478e-05
290	1.752255e-05
291	1.716766e-05
292	1.681995e-05
293	1.647929e-05
294	1.614552e-05
295	1.581852e-05
296	1.549814e-05
297	1.518425e-05
298	1.487671e-05
299	1.457541e-05
300	1.428021e-05
301	1.399098e-05
302	1.370761e-05
303	1.342999e-05
304	1.315798e-05
305	1.289149e-05
306	1.263039e-05
307	1.237458e-05
308	1.212395e-05
309	1.187840e-05
310	1.163782e-05
311	1.140211e-05
312	1.117118e-05
313	1.094492e-05
314	1.072325e-05
315	1.050607e-05
316	1.029328e-05
317	1.008481e-05
318	9.880555e-06
319	9.680439e-06
320	9.484376e-06
321	9.292284e-06
322	9.104083e-06
323	8.919693e-06
324	8.739038e-06
325	8.562042e-06
326	8.388630e-06
327	8.218731e-06
328	8.052273e-06
329	7.889186e-06
330	7.729402e-06
331	7.572855e-06
332	7.419478e-06
333	7.269207e-06
334	7.121980e-06
335	6.977735e-06
336	6.836412e-06
337	6.697950e-06
338	6.562293e-06
339	6.429384e-06
340	6.299166e-06
341	6.171586e-06
342	6.046590e-06
343	5.924125e-06
344	5.804141e-06
345	5.686586e-06
346	5.571413e-06
347	5.458572e-06
348	5.348017e-06
349	5.239701e-06
350	5.133579e-06
351	5.029606e-06
352	4.927738e-06
353	4.827934e-06
354	4.730152e-06
355	4.634350e-06
356	4.540488e-06
357	4.448527e-06
358	4.358429e-06
359	4.270155e-06
360	4.183669e-06
361	4.098935e-06
362	4.015918e-06
363	3.934581e-06
364	3.854892e-06
365	3.776817e-06
366	3.700323e-06
367	3.625379e-06
368	3.551952e-06
369	3.480012e-06
370	3.409530e-06
371	3.340475e-06
372	3.272819e-06
373	3.206533e-06
374	3.141589e-06
375	3.077961e-06
376	3.015621e-06
377	2.954544e-06
378	2.894704e-06
379	2.836077e-06
380	2.778636e-06
381	2.722359e-06
382	2.667222e-06
383	2.613201e-06
384	2.560274e-06
385	2.508420e-06
386	2.457616e-06
387	2.407840e-06
388	2.359073e-06
389	2.311293e-06
390	2.264482e-06
391	2.218618e-06
392	2.173683e-06
393	2.129658e-06
394	2.086525e-06
395	2.044266e-06
396	2.002862e-06
397	1.962297e-06
398	1.922554e-06
399	1.883615e-06
400	1.845466e-06
401	1.808088e-06
402	1.771468e-06
403	1.735590e-06
404	1.700438e-06
405	1.665998e-06
406	1.632256e-06
407	1.599197e-06
408	1.566808e-06
409	1.535074e-06
410	1.503984e-06
411	1.473523e-06
412	1.443679e-06
413	1.414439e-06
414	1.385792e-06
415	1.357725e-06
416	1.330226e-06
417	1.303284e-06
418	1.276888e-06
419	1.251027e-06
420	1.225689e-06
421	1.200864e-06
422	1.176543e-06
