8	3.884098e-17	5.400000e-06
16	4.209111e-17	7.500000e-06
24	3.931666e-17	1.920000e-05
32	3.701190e-17	1.960000e-05
40	3.246819e-17	2.500000e-05
48	3.612582e-17	3.510000e-05
56	3.336670e-17	3.950000e-05
64	3.672015e-17	5.090000e-05
72	4.331510e-17	6.270000e-05
80	3.798979e-17	7.540000e-05
88	4.459907e-17	9.050000e-05
96	3.886952e-17	1.117000e-04
104	4.876759e-17	1.388000e-04
112	3.938424e-17	1.578000e-04
120	4.746561e-17	1.868000e-04
128	4.059813e-17	2.340000e-04
136	4.910114e-17	2.595000e-04
144	4.170823e-17	2.899000e-04
152	4.963769e-17	3.126000e-04
160	4.248945e-17	3.474000e-04
168	5.102266e-17	3.701000e-04
176	4.276476e-17	4.284000e-04
184	5.102659e-17	4.675000e-04
192	4.334609e-17	5.249000e-04
200	5.232360e-17	5.637000e-04
208	4.367115e-17	6.318000e-04
216	5.409846e-17	6.976000e-04
224	4.409465e-17	7.746000e-04
232	5.386190e-17	8.267000e-04
240	4.400786e-17	9.337000e-04
248	5.530810e-17	9.987000e-04
256	4.608303e-17	1.160300e-03
264	4.952456e-17	1.153800e-03
272	3.080844e-17	1.258400e-03
280	5.417156e-17	1.358500e-03
288	3.205576e-17	1.482100e-03
296	5.283520e-17	1.588200e-03
304	3.171043e-17	1.707400e-03
312	5.474944e-17	1.812600e-03
320	3.304831e-17	1.973100e-03
328	5.488718e-17	2.119300e-03
336	3.194813e-17	2.258800e-03
344	5.696337e-17	2.382100e-03
352	3.350289e-17	2.754500e-03
360	5.488489e-17	2.777400e-03
368	3.250736e-17	2.997000e-03
376	5.766197e-17	3.191000e-03
384	3.349182e-17	3.435900e-03
392	5.949452e-17	3.607200e-03
400	3.298110e-17	3.990500e-03
408	5.933583e-17	4.127500e-03
416	3.419951e-17	4.329900e-03
424	6.245283e-17	4.758500e-03
432	3.358025e-17	4.911800e-03
440	6.266532e-17	5.154000e-03
448	3.455825e-17	5.556500e-03
456	6.273226e-17	5.674700e-03
464	3.441006e-17	5.882400e-03
472	6.365180e-17	6.262600e-03
480	3.516606e-17	6.642400e-03
488	6.247693e-17	6.781900e-03
496	3.483093e-17	7.281100e-03
504	6.565583e-17	7.474900e-03
512	3.590321e-17	8.431400e-03
