8	7.052964e-17	1.967500e-04
16	1.913467e-16	2.953750e-04
24	6.209464e-16	5.172500e-04
32	1.190592e-15	8.482500e-04
40	9.133566e-16	1.229875e-03
48	1.415238e-15	1.697500e-03
56	3.924381e-15	2.238500e-03
64	6.289471e-15	2.768875e-03
72	1.786532e-15	3.561000e-03
80	4.037894e-15	4.284500e-03
88	2.084978e-12	5.206625e-03
96	4.969958e-15	6.147625e-03
104	1.605115e-14	7.189625e-03
112	3.021447e-14	8.364500e-03
120	1.025774e-14	9.574375e-03
128	6.155021e-14	1.087862e-02
136	6.763310e-15	1.244438e-02
144	1.357665e-14	1.399113e-02
152	1.301043e-14	1.560912e-02
160	9.438493e-15	1.734038e-02
168	2.507597e-14	1.930100e-02
176	1.255241e-14	2.133662e-02
184	4.275108e-14	2.316937e-02
192	2.935303e-14	2.562112e-02
200	2.588761e-12	2.784425e-02
208	3.963863e-14	3.028562e-02
216	4.550709e-14	3.247038e-02
224	3.986642e-14	3.563600e-02
232	1.910754e-14	3.823100e-02
240	1.006033e-13	4.137913e-02
248	7.904330e-14	4.406137e-02
256	1.844714e-14	4.746288e-02
264	1.400066e-13	5.071150e-02
272	1.801640e-14	5.424462e-02
280	3.291305e-14	5.804687e-02
288	2.324488e-14	6.165687e-02
296	3.516103e-14	6.573025e-02
304	6.973047e-14	6.934450e-02
312	1.401507e-13	7.402087e-02
320	2.569220e-14	7.835800e-02
328	1.023569e-13	8.323712e-02
336	1.797881e-13	8.771150e-02
344	5.047222e-14	9.262500e-02
352	5.722840e-14	9.835238e-02
360	6.222488e-14	1.023234e-01
368	1.063626e-13	1.083415e-01
376	2.361473e-13	1.143086e-01
384	5.737416e-14	1.185709e-01
392	7.440577e-14	1.254129e-01
400	9.485271e-14	1.308080e-01
408	1.770891e-13	1.376320e-01
416	1.230246e-13	1.433473e-01
424	5.666201e-13	1.495446e-01
432	5.064559e-14	1.582473e-01
440	1.936541e-13	1.646046e-01
448	2.854364e-14	1.721599e-01
456	1.079113e-13	1.782903e-01
464	1.259261e-13	1.873601e-01
472	7.089161e-14	1.936715e-01
480	5.292935e-14	2.013502e-01
488	3.203518e-14	2.100154e-01
496	1.084440e-13	2.162229e-01
504	2.404927e-13	2.256730e-01
512	3.409132e-14	2.343555e-01
