8	4.272490e-17	7.212500e-05
16	7.878971e-17	1.303750e-04
24	1.949364e-16	2.192500e-04
32	1.557658e-16	3.492500e-04
40	2.364950e-16	4.860000e-04
48	2.016404e-16	6.822500e-04
56	4.460309e-16	8.870000e-04
64	4.712329e-16	1.124750e-03
72	2.504820e-15	2.304375e-03
80	8.203810e-16	3.027500e-03
88	2.238465e-15	2.796750e-03
96	5.799354e-16	3.020000e-03
104	3.941330e-15	3.630625e-03
112	7.338260e-16	4.354375e-03
120	6.040922e-15	5.202500e-03
128	7.861304e-16	6.142500e-03
136	4.978421e-15	7.161500e-03
144	1.598461e-14	8.299250e-03
152	4.288082e-15	9.664375e-03
160	2.415013e-15	1.099900e-02
168	5.021897e-15	1.268025e-02
176	1.717326e-14	1.433225e-02
184	1.268775e-14	1.605550e-02
192	5.404584e-15	1.808163e-02
200	2.228561e-14	2.016250e-02
208	7.871569e-16	2.246825e-02
216	4.033851e-12	2.501950e-02
224	2.121914e-15	2.776937e-02
232	5.193235e-14	2.974775e-02
240	2.207575e-15	3.184088e-02
248	2.471976e-14	3.505450e-02
256	2.601845e-15	3.851875e-02
264	4.222773e-15	4.212437e-02
272	5.043181e-15	4.580763e-02
280	1.079556e-14	4.958075e-02
288	3.932788e-15	5.538788e-02
296	1.167000e-14	6.204125e-02
304	3.073111e-15	6.769600e-02
312	8.682444e-15	7.238950e-02
320	1.796313e-15	7.806537e-02
328	1.138571e-14	8.419975e-02
336	3.354958e-15	9.011925e-02
344	5.199632e-14	9.068375e-02
352	5.041782e-15	9.524225e-02
360	4.544515e-14	1.015797e-01
368	1.484086e-14	1.090409e-01
376	8.532202e-14	1.160343e-01
384	1.358934e-13	1.239391e-01
392	1.879390e-14	1.315309e-01
400	1.322296e-13	1.394191e-01
408	6.207561e-15	1.481541e-01
416	1.097318e-14	1.571596e-01
424	1.802686e-14	1.669595e-01
432	9.184445e-15	1.767781e-01
440	1.183045e-14	1.868419e-01
448	2.935194e-14	1.972389e-01
456	1.985229e-14	2.075171e-01
464	1.305822e-14	2.198604e-01
472	2.271624e-14	2.316579e-01
480	4.792955e-15	2.443411e-01
488	2.303540e-14	2.575898e-01
496	1.311941e-14	2.720405e-01
504	1.578057e-13	2.840766e-01
512	4.261862e-15	3.002882e-01
