2	2.331468e-17	1.479500e-05
3	6.022143e-17	2.298500e-05
4	1.751243e-16	2.979000e-05
8	1.747504e-15	5.989000e-05
12	3.054505e-15	8.979000e-05
16	5.231978e-15	1.326200e-04
24	1.408819e-14	2.106650e-04
32	3.266529e-14	3.217800e-04
